id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
86294127,456152,468543,19,1.63,1.42,4.68,3.46,6.71,6.3,2.24,7.12,8.34,15.86,17.49,19.52,11.59,18.92,0.81,2.64,7.12,4.27,6.71,2.24,4.68,5.29,7.93,15.25,13.22,11.19,14.03,19.73,240.39,47210610,20231008
86294128,456152,468593,20,0.19,0.47,3.17,2.71,2.99,1.87,1.12,3.27,4.76,6.72,7.47,7.09,4.85,9.9,0.28,1.12,3.27,1.77,4.11,1.49,2.05,2.24,3.92,4.95,5.32,5.51,6.44,9.33,108.38,47210610,20231020
85757809,453952,468443,17,0.63,6.14,18.62,8.25,8.46,3.38,2.54,2.54,3.81,5.29,2.33,1.27,1.06,1.69,0.63,9.1,13.96,6.77,3.81,3.17,2.75,4.65,4.44,4.44,3.38,3.38,1.69,1.06,129.24,47210620,20231021
86025996,455052,469893,10,1.28,1.99,7.09,1.28,2.71,2.63,2.39,3.98,5.1,5.02,5.26,6.53,4.62,8.6,1.12,3.35,2.15,1.99,4.06,2.47,3.03,3.91,5.02,6.38,7.73,6.53,5.5,7.17,118.89,47210550,20231016
86281938,456102,468543,15,1.95,2.43,6.82,5.36,9.25,1.7,3.17,6.82,10.96,11.69,16.56,12.17,14.12,22.89,0.97,2.43,7.79,5.36,4.63,3.9,3.9,4.63,8.28,14.37,12.66,13.88,9.25,22.16,240.1,47210610,20231003
86281939,456102,468593,22,0.82,2.87,6.75,2.66,6.75,3.48,2.87,9.82,9.0,12.28,13.1,10.23,10.85,16.99,0.41,2.25,5.53,3.07,6.55,2.87,3.27,4.71,9.0,10.64,11.05,13.71,11.87,20.47,213.87,47210610,20231027
86294127,456152,468543,14,1.01,2.64,2.03,4.07,5.29,3.66,2.44,6.92,7.32,11.39,14.64,18.71,10.37,18.71,1.02,3.25,2.44,3.05,5.08,4.07,3.05,8.14,7.32,11.8,13.22,13.42,10.78,18.92,214.76,47210610,20231017
86294128,456152,468593,16,0.47,0.66,1.69,1.69,2.82,1.79,1.13,3.39,5.27,6.49,7.9,5.74,5.55,8.92,0.85,0.56,2.16,1.88,2.26,1.32,1.5,2.73,3.86,5.93,5.64,6.02,4.33,10.06,102.61,47210610,20231012
85879686,454452,467793,19,1.16,2.66,3.16,3.41,4.17,3.62,2.96,6.53,4.77,6.18,5.02,3.97,2.31,3.26,1.81,3.77,2.56,2.81,3.62,3.01,2.51,5.88,5.93,7.53,4.97,3.72,2.06,4.01,107.37,47210620,20231031
86269750,456052,468593,12,1.27,3.16,0.21,4.43,6.33,3.59,3.8,7.17,8.65,12.02,17.09,13.5,10.55,18.36,1.05,4.43,4.01,1.69,4.64,2.95,3.16,7.17,10.13,12.87,12.66,11.39,11.39,18.14,215.81,47210610,20231011
86269750,456052,468593,15,1.9,1.48,2.96,3.38,5.07,4.44,3.17,7.82,8.45,10.14,13.1,17.12,10.57,17.76,1.69,1.27,4.44,3.17,5.49,3.17,5.92,4.86,8.24,10.78,13.1,15.85,10.57,20.49,216.4,47210610,20231013
86269750,456052,468593,18,0.63,2.74,9.48,7.38,9.69,9.06,5.69,7.8,12.22,17.49,19.6,15.38,14.12,21.07,1.05,2.53,4.64,7.17,7.8,5.27,5.48,8.01,10.96,15.17,14.12,14.33,13.28,21.08,283.24,47210610,20231002
86281938,456102,468543,22,0.49,1.7,5.11,3.9,7.3,5.84,2.19,8.52,10.23,16.07,15.83,16.8,12.42,19.96,0.73,3.17,4.63,4.38,6.57,3.9,3.17,5.11,8.04,14.12,13.88,17.53,13.39,23.38,248.36,47210610,20231003
86281939,456102,468593,19,1.03,1.23,5.13,6.56,8.2,5.13,3.08,6.15,13.53,16.61,22.56,15.17,15.38,20.5,1.23,2.46,4.72,4.31,6.77,4.1,4.1,5.54,10.25,13.94,14.56,16.61,12.1,23.38,264.33,47210610,20231006
86281939,456102,468593,20,0.61,1.62,7.07,6.67,5.86,5.05,2.42,7.68,10.1,15.36,15.76,13.54,13.54,22.03,0.61,1.62,5.46,5.86,5.46,3.23,2.02,5.86,9.9,13.94,11.92,14.75,12.12,18.59,238.65,47210610,20231003
86294127,456152,468543,21,0.2,2.03,3.66,3.66,8.34,4.88,3.25,7.12,8.75,10.78,14.44,11.59,12.61,19.32,0.61,1.83,4.07,3.46,6.71,4.27,2.64,5.9,6.71,12.41,10.58,13.22,11.8,20.95,215.79,47210610,20231019
86294128,456152,468593,13,0.77,0.96,0.67,1.44,2.5,2.4,1.15,3.65,4.52,4.33,6.92,6.35,5.38,9.62,0.67,1.73,1.35,1.35,2.98,1.83,1.73,2.6,2.98,5.86,6.35,5.67,5.77,10.96,102.49,47210610,20231023
86294128,456152,468593,16,0.38,1.34,3.16,1.82,2.3,2.2,1.15,3.83,3.16,5.75,7.95,6.51,7.09,8.53,0.38,0.67,1.15,1.92,2.3,1.53,1.15,2.01,5.17,5.84,6.42,4.98,5.65,9.67,104.01,47210610,20231019
84051471,446952,474543,13,0.55,0.78,1.03,0.85,1.74,1.77,1.74,2.92,2.58,4.54,5.72,6.61,7.42,8.79,0.78,1.37,1.11,0.78,1.7,2.1,2.33,3.14,3.32,6.54,7.13,9.16,6.79,7.39,100.68,47210250,20231008
84075844,447052,474293,15,0.51,1.95,1.23,1.28,1.44,2.0,2.41,3.02,2.77,5.23,6.15,8.41,7.02,8.15,1.07,0.92,0.77,1.38,2.56,2.36,2.67,2.56,4.36,5.54,6.82,9.33,7.54,8.56,108.01,47210250,20231009
85757809,453952,468443,18,1.4,3.01,7.21,9.02,5.41,3.21,2.61,2.0,5.41,5.01,2.81,2.61,1.0,1.4,1.2,5.81,9.42,4.61,4.61,5.01,2.2,6.81,6.81,4.21,2.81,2.0,1.2,0.6,109.41,47210620,20231017
86025996,455052,469893,8,1.1,0.87,9.3,0.87,3.39,2.6,2.21,3.15,3.47,5.12,3.78,5.75,3.78,5.51,1.26,3.86,3.63,1.34,3.07,2.13,3.15,3.63,4.49,5.36,4.33,5.52,3.39,5.44,101.5,47210550,20231018
86025996,455052,469893,16,0.48,1.51,9.08,1.67,2.95,3.11,3.26,4.46,6.05,6.77,5.49,6.13,4.22,8.43,0.48,2.15,2.95,1.75,4.3,3.03,2.55,3.74,5.57,5.97,5.89,6.37,4.06,8.21,120.63,47210550,20231023
86281938,456102,468543,20,0.24,1.95,5.61,6.82,8.29,5.61,3.17,10.48,10.97,17.31,18.52,13.89,19.01,20.23,0.97,3.41,8.29,4.14,10.24,3.66,4.39,5.61,10.48,19.5,14.87,16.57,17.55,23.88,285.66,47210610,20231028
86281939,456102,468593,7,0.61,1.22,1.22,3.24,2.43,2.63,3.44,5.87,4.86,10.73,9.92,10.73,8.1,9.92,0.2,1.82,1.62,1.01,2.43,2.23,1.22,4.25,3.44,6.48,6.28,7.9,7.29,10.54,131.63,47210610,20231019
86294129,456152,468643,7,0.55,3.05,1.94,2.5,4.99,3.33,3.05,3.88,6.66,17.75,10.82,14.98,11.93,16.36,0.83,2.22,3.33,1.94,4.44,2.77,1.94,5.55,5.82,7.49,8.32,11.09,9.43,11.09,178.05,47210610,20231011
86294129,456152,468643,12,2.76,3.31,1.93,2.48,8.54,6.62,5.79,11.03,10.47,20.4,23.15,22.6,16.26,27.84,1.65,5.24,5.79,3.86,7.17,6.62,2.76,8.54,13.51,18.47,13.51,16.54,14.61,28.11,309.56,47210610,20231004
86294129,456152,468643,22,0.83,1.93,6.6,5.23,10.18,8.25,3.85,8.53,10.73,22.56,21.74,15.41,16.23,25.31,0.56,3.58,5.5,6.6,9.36,4.95,6.05,4.95,12.38,16.51,15.41,18.71,17.34,27.24,306.52,47210610,20231005
85757809,453952,468443,22,0.21,1.27,5.71,9.73,13.96,10.15,2.12,4.65,4.87,5.29,1.27,2.12,1.27,1.48,0.0,0.63,5.5,7.19,5.5,1.9,2.33,4.65,6.77,3.6,2.75,1.9,0.63,0.42,107.87,47210620,20231021
85879686,454452,467793,18,1.21,3.87,3.16,3.06,4.07,3.16,3.31,4.77,5.17,6.68,5.22,3.67,2.61,3.36,1.91,4.67,2.51,3.41,3.57,3.01,3.16,6.13,6.23,7.23,4.87,4.17,2.26,3.66,110.11,47210620,20231031
86269750,456052,468593,8,2.75,2.11,0.21,2.96,6.13,5.49,3.38,7.4,8.66,13.73,14.58,12.68,9.3,16.49,1.69,4.23,3.8,3.17,5.7,2.96,3.8,3.38,6.76,10.35,6.97,11.62,9.93,13.94,194.17,47210610,20231006
86281938,456102,468543,10,1.22,3.18,0.73,4.89,5.38,4.16,4.4,10.28,9.3,14.19,16.15,17.86,11.01,23.98,1.22,4.65,3.43,4.4,4.89,4.4,3.67,5.38,9.05,12.23,12.48,16.15,14.44,22.51,245.63,47210610,20231030
86294126,456152,468493,19,1.03,1.44,6.17,5.35,7.41,6.58,4.11,5.97,10.9,16.66,14.81,12.55,13.37,22.63,0.62,1.65,5.35,5.14,5.97,3.5,2.06,6.17,7.61,14.19,10.49,15.02,12.55,19.13,238.43,47210610,20231003
86294127,456152,468543,9,1.42,2.24,0.81,4.68,5.49,4.88,3.25,6.92,8.14,15.05,15.66,12.41,9.56,19.53,1.63,2.85,3.25,3.05,4.68,1.83,2.85,4.07,6.71,12.82,8.54,12.61,11.39,20.14,206.46,47210610,20231010
86294127,456152,468543,13,1.63,3.05,2.24,5.7,5.29,4.68,2.85,8.54,7.53,7.53,16.68,15.66,10.98,18.11,1.42,3.25,4.47,3.66,3.86,2.24,4.07,6.92,8.34,10.78,14.24,12.2,12.0,20.53,218.45,47210610,20231027
86294127,456152,468543,23,0.2,1.22,3.25,3.25,7.12,5.29,3.25,7.12,9.56,10.98,15.05,9.76,10.98,16.67,0.41,1.63,4.27,4.07,6.1,1.22,2.24,4.88,6.51,11.19,10.17,13.22,8.75,16.67,195.03,47210610,20231012
86294127,456152,468543,23,0.41,1.42,2.03,3.25,5.9,4.07,2.85,5.69,6.92,11.8,14.24,10.98,9.56,16.88,0.61,1.02,2.24,2.64,5.08,2.24,2.64,4.47,6.92,11.59,9.36,12.41,10.37,19.11,186.7,47210610,20231024
86294128,456152,468593,17,0.29,0.96,2.39,1.82,2.96,1.72,1.43,3.63,4.49,5.93,6.89,5.74,7.27,10.23,0.38,1.72,2.1,1.24,3.54,1.91,1.82,2.49,3.54,6.69,5.74,6.89,7.46,10.72,111.99,47210610,20231028
86294128,456152,468593,18,0.38,0.77,1.35,2.31,3.56,3.08,1.92,4.04,4.9,5.19,8.94,6.83,6.63,9.81,0.67,1.15,2.5,1.54,2.31,1.15,1.83,2.02,3.65,5.77,5.77,7.98,6.06,10.01,112.12,47210610,20231023
86294128,456152,468593,21,0.38,0.57,1.92,1.82,3.64,1.82,1.34,3.64,4.79,5.75,7.67,5.37,5.94,9.4,0.29,1.05,1.72,1.53,2.97,1.44,1.34,2.97,3.64,5.46,4.12,6.61,5.75,9.76,102.7,47210610,20231024
86294129,456152,468643,17,1.1,1.93,9.35,3.85,10.73,7.43,3.03,13.48,14.31,18.98,23.11,24.48,21.18,27.78,0.83,3.3,5.78,4.68,8.25,5.78,5.78,6.05,11.28,20.08,15.13,22.56,15.96,32.74,338.94,47210610,20231020
86025994,455052,469793,8,1.05,2.17,7.93,0.97,3.51,2.69,2.69,3.36,3.44,5.16,3.44,5.68,3.59,6.2,0.74,4.71,4.11,1.35,3.14,2.09,1.5,2.84,4.19,4.34,5.16,5.46,4.34,4.32,100.17,47210550,20231006
86038184,455102,469843,12,0.85,1.64,7.94,1.25,2.3,2.23,1.77,3.02,3.81,4.66,5.78,4.53,3.48,6.5,0.79,2.76,2.82,1.64,4.27,2.04,2.1,3.35,4.73,6.11,4.86,5.78,3.94,6.04,100.99,47210550,20231016
86269750,456052,468593,21,0.63,1.68,7.37,5.05,5.9,6.53,3.79,7.37,10.53,13.27,17.69,15.58,14.74,21.27,0.84,3.37,3.58,2.95,5.9,3.16,2.95,7.16,7.16,13.48,13.06,15.37,12.85,19.58,242.81,47210610,20231009
86281938,456102,468543,9,0.24,1.21,2.91,5.34,6.07,4.37,5.1,5.58,8.98,15.05,12.14,10.92,11.89,16.75,0.24,0.73,3.16,2.91,5.83,4.37,2.91,5.83,8.01,11.41,11.17,11.41,12.87,14.08,201.48,47210610,20231029
86281939,456102,468593,8,2.45,4.08,0.82,2.65,5.71,2.86,1.63,6.73,8.98,11.83,15.3,11.83,10.2,10.62,1.02,4.49,3.47,1.22,6.94,2.65,2.65,3.67,7.55,6.53,8.57,10.2,8.98,12.65,176.28,47210610,20231026
86281939,456102,468593,10,1.41,3.44,0.81,3.44,4.45,3.64,3.85,7.9,8.71,11.14,13.77,11.94,10.53,15.38,1.42,3.24,1.42,2.83,3.85,1.82,4.25,4.66,6.07,10.93,10.93,11.34,8.91,18.22,190.3,47210610,20231024
86281939,456102,468593,11,1.44,1.64,0.82,4.1,6.56,5.33,3.08,8.41,9.02,11.89,17.22,12.92,12.92,19.49,2.05,2.46,3.49,5.33,4.92,4.72,4.51,6.15,9.64,11.69,13.94,12.3,9.84,15.6,221.48,47210610,20231006
86281939,456102,468593,15,1.0,1.4,3.8,2.8,4.2,3.4,1.4,7.0,5.6,11.81,11.21,13.21,8.61,17.0,0.4,1.2,4.6,2.4,5.2,3.0,3.8,3.6,5.8,8.81,11.61,10.81,10.21,22.21,186.09,47210610,20231029
86294128,456152,468593,13,0.86,1.33,0.86,1.62,2.86,1.52,1.33,3.24,3.72,5.05,7.72,7.53,3.81,9.25,1.05,1.43,1.33,1.81,3.24,1.62,1.91,2.38,3.81,5.53,6.0,6.76,6.1,9.25,102.92,47210610,20231016
