id,x,y,timezn_cd,m00,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,f00,f10,f15,f20,f25,f30,f35,f40,f45,f50,f55,f60,f65,f70,total,admi_cd,etl_ymd
85855334,454352,469093,20,2.23,1.11,3.34,2.97,1.86,4.83,4.09,3.71,5.94,5.2,4.09,3.34,2.97,1.48,2.97,2.97,2.97,4.09,5.94,2.6,6.31,10.77,6.68,8.17,1.49,2.97,1.86,1.85,108.8,47210630,20230806
86025996,455052,469893,16,0.89,1.62,8.59,2.67,4.29,2.75,3.24,5.51,6.24,8.59,7.7,6.73,4.21,8.19,0.41,5.02,5.19,2.67,3.4,2.75,2.84,3.89,6.56,7.05,7.13,6.97,5.19,6.97,137.26,47210550,20230817
86025996,455052,469893,16,1.06,3.19,4.25,2.29,4.0,3.19,2.7,5.88,6.29,8.58,6.62,6.46,4.58,9.57,0.49,5.23,5.47,2.21,4.25,2.7,2.04,4.41,7.35,8.09,7.27,6.62,4.98,7.76,137.53,47210550,20230822
86269750,456052,468593,23,1.47,2.31,6.1,2.95,6.73,3.58,3.79,8.42,8.63,14.52,13.89,11.78,13.05,16.2,0.84,1.47,5.68,6.1,4.84,2.31,3.16,3.58,9.47,10.94,10.31,13.26,11.36,18.52,215.26,47210610,20230805
86281938,456102,468543,7,0.73,1.7,1.46,1.7,5.84,4.14,4.14,6.81,5.6,16.06,17.76,10.71,9.0,16.79,0.48,0.0,2.19,2.43,3.65,4.14,3.41,4.14,8.27,9.49,8.03,9.25,5.84,12.89,176.65,47210610,20230808
86294126,456152,468493,19,1.23,4.11,5.55,2.88,6.79,6.79,4.32,8.85,10.7,16.46,19.54,13.99,12.96,17.68,1.24,1.85,4.11,5.97,6.79,3.09,5.97,5.35,11.73,12.55,12.34,12.96,12.96,22.02,250.78,47210610,20230813
86294126,456152,468493,22,0.41,1.65,4.11,3.5,7.2,6.38,3.7,8.85,9.05,13.78,16.25,9.87,11.93,15.84,0.41,1.23,3.5,6.38,8.64,2.88,3.09,5.97,9.87,12.96,10.08,11.11,11.73,18.31,218.68,47210610,20230810
86294127,456152,468543,10,1.63,0.81,3.25,4.07,4.68,3.86,4.07,8.75,8.75,12.61,14.44,15.46,10.98,15.25,1.02,1.63,3.86,3.05,3.86,2.44,3.46,4.88,9.76,12.0,10.98,11.19,9.76,15.85,202.35,47210610,20230814
86294127,456152,468543,15,1.63,2.85,4.68,4.47,5.9,3.25,3.46,7.32,10.37,11.39,17.08,14.03,10.17,13.83,1.43,2.03,4.88,2.03,5.08,4.07,2.85,5.08,8.95,12.61,13.02,14.64,10.78,17.08,214.96,47210610,20230812
86294142,456152,469293,17,0.31,1.64,2.5,2.11,2.81,1.4,1.72,3.2,2.65,3.82,4.37,5.31,4.76,7.4,0.31,0.78,2.65,3.04,2.97,1.48,2.97,4.6,3.98,6.87,5.93,7.34,5.23,8.74,100.89,47210525,20230803
